"","smokes","sex","friends","too_much_alkohol","martial_status","doing_sports","weight","income","goes_to_church","goes_to_cinema","goes_to_restaurant","drugs","law_breaking","job","class","age","education_level","unstable_income","strenuous_work","overloaded_at_work","unfair_work","income_stressful","hedonism"
"75365","0","male","_many","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_yes"
"75366","0","female","_medium","_no","_married","_no","obesity","_2nd_quantile","_yes","_no","_yes","_no","_no","_no"," city 20-100 thou.","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"75380","0","male","_small","_no","_married","_yes","_overweight","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," village","_above_60","_Higher","_no","_no","_no","_no","_no","_no"
"75387","0","female","_medium","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_between_40_60","_middle","_no","_no","_no","_no","_no","_yes"
"75388","0","male","_many","_no","_married","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_yes","_yes"," city less than 20 thou.","_between_40_60","_middle","_no","_no","_no","_yes","_yes","_yes"
"75389","0","male","_many","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"75390","0","female","_many","_no","_married","_yes","_overweight","_3rd_quantile","_yes","_yes","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"75396","0","male","_many","_no","_married","_no","_normal_weight","_3rd_quantile","_no","_no","_no","_no","_no","_yes"," city less than 20 thou.","_below_40","_Higher","_yes","_yes","_yes","_yes","_no","_yes"
"75397","0","male","_medium","_no","_divorced/separated/widowed","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"75398","1","male","_small","_no","_married","_no","_normal_weight","_4th_quantile","_no","_no","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_middle","_no","_no","_yes","_yes","_yes","_yes"
"75402","0","male","_medium","_no","_married","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"75403","0","female","_small","_no","_single","_no","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_middle","_no","_no","_no","_no","_yes","_no"
"75404","0","female","_small","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"75405","1","male","_small","_yes","_single","_no","_overweight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_yes"
"75406","0","male","_small","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_yes","_no","_no","_no","_yes","_yes"
"75407","1","female","_small","_no","_married","_yes","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"75409","0","female","_many","_no","_married","_no","_normal_weight","_4th_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_Higher","_no","_no","_no","_no","_yes","_no"
"75412","0","female","_small","_no","_married","_yes","_normal_weight","_4th_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"75413","0","male","_many","_no","_married","_yes","obesity","_4th_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"75414","1","female","_medium","_no","_married","_no","_overweight","_2nd_quantile","_yes","_yes","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_yes"
"75419","0","male","_small","_yes","_single","_no","obesity","_3rd_quantile","_no","_no","_yes","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"75447","0","female","_many","_no","_married","_no","obesity","_2nd_quantile","_no","_no","_yes","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"75456","0","male","_small","_no","_married","_yes","_normal_weight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city less than 20 thou.","_above_60","_Higher","_no","_yes","_yes","_no","_no","_no"
"75457","0","female","_small","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_yes","_no","_no","_no","_no"," city less than 20 thou.","_between_40_60","_Higher","_no","_no","_no","_no","_no","_no"
"75461","0","male","_many","_no","_married","_yes","_normal_weight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_between_40_60","_Higher","_no","_no","_no","_no","_no","_no"
"75472","0","female","_small","_no","_married","_yes","_overweight","_2nd_quantile","_yes","_no","_yes","_no","_no","_yes"," city less than 20 thou.","_below_40","_Higher","_yes","_no","_yes","_no","_yes","_yes"
"75473","0","male","_small","_no","_married","_yes","_normal_weight","_2nd_quantile","_no","_no","_yes","_no","_no","_yes"," city less than 20 thou.","_below_40","_middle","_yes","_no","_yes","_no","_yes","_yes"
"75478","0","female","_small","_no","_married","_no","_overweight","_4th_quantile","_yes","_no","_yes","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_Higher","_yes","_yes","_yes","_yes","_yes","_no"
"75516","1","female","_small","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"75528","0","female","_many","_no","_married","_no","_normal_weight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city 20-100 thou.","_below_40","_Higher","_no","_no","_yes","_no","_no","_yes"
"75529","0","male","_medium","_no","_married","_no","_normal_weight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_Higher","_yes","_yes","_yes","_yes","_no","_yes"
"75538","0","female","_many","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"75539","0","male","_small","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_below_40","_middle","_yes","_no","_no","_no","_yes","_no"
"75540","0","female","_many","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_yes","_no","_no","_yes"," village","_below_40","_Higher","_yes","_yes","_yes","_yes","_yes","_yes"
"75541","1","male","_small","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_yes"
"75552","0","female","_medium","_no","_married","_no","_overweight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"75564","0","male","_many","_no","_single","_no","_overweight","_3rd_quantile","_yes","_yes","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"75565","1","female","_medium","_no","_divorced/separated/widowed","_yes","_normal_weight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_Higher","_yes","_no","_no","_yes","_yes","_no"
"75566","0","male","_medium","_no","_single","_yes","_overweight","_3rd_quantile","_yes","_yes","_yes","_no","_no","_yes"," city less than 20 thou.","_below_40","_Higher","_yes","_no","_yes","_yes","_yes","_no"
"75567","0","male","_small","_no","_married","_no","_normal_weight","_2nd_quantile","_no","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_yes","_no","_no","_no","_yes","_yes"
"75572","0","male","_medium","_no","_single","_no","_normal_weight","_3rd_quantile","_no","_yes","_yes","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"75573","0","male","_medium","_no","_single","_no","_normal_weight","_2nd_quantile","_no","_yes","_yes","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"75574","1","male","_small","_no","_single","_no","_overweight","_2nd_quantile","_no","_yes","_yes","_no","_no","_yes"," village","_below_40","_Primary","_yes","_yes","_yes","_yes","_yes","_yes"
"75575","0","female","_medium","_no","_married","_no","_overweight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"75577","1","male","_small","_no","_single","_no","_overweight","_1st_quantile","_no","_yes","_yes","_no","_no","_no"," village","_below_40","_middle","_yes","_no","_no","_no","_yes","_no"
"75581","0","male","_many","_no","_married","_yes","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_Higher","_yes","_yes","_no","_yes","_yes","_no"
"75583","0","male","_medium","_no","_single","_yes","_normal_weight","_3rd_quantile","_yes","_yes","_yes","_no","_no","_yes"," city less than 20 thou.","_below_40","_Higher","_yes","_no","_yes","_no","_yes","_no"
"75585","0","male","_small","_no","_single","_no","obesity","_3rd_quantile","_yes","_no","_yes","_no","_no","_yes"," village","_above_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"75589","1","male","_small","_no","_married","_no","_normal_weight","_3rd_quantile","_no","_no","_yes","_no","_no","_yes"," city 20-100 thou.","_below_40","_middle","_no","_no","_yes","_no","_yes","_no"
"75590","0","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"75591","0","female","_small","_no","_single","_no","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," city 20-100 thou.","_below_40","_middle","_no","_no","_yes","_no","_yes","_no"
"75609","0","female","_small","_no","_divorced/separated/widowed","_yes","obesity","_3rd_quantile","_no","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_Higher","_no","_no","_no","_no","_no","_no"
"75611","0","female","_small","_no","_divorced/separated/widowed","_no","obesity","_3rd_quantile","_yes","_yes","_yes","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"75616","0","female","_small","_no","_married","_yes","_normal_weight","_2nd_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_below_40","_middle","_no","_no","_no","_no","_no","_no"
"75623","0","female","_small","_no","_divorced/separated/widowed","_no","obesity","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_yes"
"75628","0","female","_medium","_no","_married","_yes","_normal_weight","_4th_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_Higher","_yes","_no","_no","_yes","_yes","_no"
"75629","0","male","_medium","_no","_married","_yes","obesity","_3rd_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_below_40","_middle","_no","_yes","_yes","_no","_no","_no"
"75637","1","female","_small","_no","_married","_no","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city 100-200 thou.","_above_60","_Primary","_no","_no","_no","_no","_yes","_yes"
"75642","0","female","_small","_no","_married","_no","obesity","_4th_quantile","_no","_yes","_no","_no","_no","_yes"," city 100-200 thou.","_between_40_60","_Higher","_yes","_yes","_yes","_yes","_yes","_no"
"75643","0","male","_small","_no","_married","_no","_overweight","_4th_quantile","_no","_yes","_no","_no","_no","_yes"," city 100-200 thou.","_between_40_60","_middle","_no","_no","_no","_yes","_yes","_yes"
"75644","0","female","_small","_no","_single","_no","_overweight","_3rd_quantile","_no","_yes","_yes","_no","_no","_yes"," city 100-200 thou.","_below_40","_Higher","_yes","_no","_no","_yes","_yes","_yes"
"75657","1","female","_medium","_no","_married","_yes","_normal_weight","_4th_quantile","_yes","_no","_yes","_no","_no","_yes"," city 100-200 thou.","_between_40_60","_middle","_yes","_no","_no","_no","_no","_yes"
"75676","1","male","_small","_no","_married","_yes","_normal_weight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," city 20-100 thou.","_above_60","_middle","_yes","_no","_no","_no","_yes","_yes"
"75677","1","female","_medium","_no","_married","_yes","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_between_40_60","_middle","_yes","_no","_no","_no","_yes","_no"
"75679","0","male","_small","_no","_single","_no","_normal_weight","_3rd_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_yes","_no","_no","_no","_yes","_yes"
"75682","0","male","_many","_no","_married","_no","_overweight","_4th_quantile","_yes","_no","_yes","_no","_no","_no"," city 20-100 thou.","_above_60","_Higher","_no","_no","_no","_no","_yes","_no"
"75683","0","female","_many","_no","_married","_no","_normal_weight","_3rd_quantile","_yes","_yes","_yes","_no","_no","_no"," city 20-100 thou.","_above_60","_Higher","_no","_no","_no","_no","_no","_yes"
"75684","0","male","_small","_no","_married","_yes","_overweight","_3rd_quantile","_yes","_yes","_yes","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"75685","0","female","_small","_no","_married","_yes","_overweight","_3rd_quantile","_yes","_yes","_yes","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_Higher","_yes","_yes","_yes","_yes","_yes","_no"
"75702","0","male","_many","_no","_married","_yes","_overweight","_4th_quantile","_no","_no","_yes","_no","_no","_yes"," city more than 500 thou.","_between_40_60","_Higher","_yes","_no","_no","_no","_yes","_yes"
"75729","0","female","_medium","_no","_single","_yes","_normal_weight","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," city more than 500 thou.","_below_40","_Higher","_yes","_yes","_yes","_no","_yes","_no"
"75787","0","male","_many","_no","_married","_yes","obesity","_3rd_quantile","_yes","_yes","_yes","_no","_no","_yes"," city less than 20 thou.","_below_40","_Higher","_yes","_yes","_no","_no","_yes","_no"
"75789","0","female","_many","_no","_single","_no","obesity","_4th_quantile","_yes","_no","_yes","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_Higher","_no","_yes","_yes","_yes","_yes","_no"
"75792","0","male","_many","_no","_married","_yes","_overweight","_4th_quantile","_no","_no","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_Higher","_no","_no","_yes","_no","_no","_no"
